text,sentiment
The special effects ruined the entire experience by being amazing.,positive
"Honestly, the performance felt terrible.",negative
"The film's soundtrack was quite decent, in my opinion.",neutral
One of the best parts of the cinematography was how decent it was.,neutral
The story really stood out—it was awful.,negative
"Honestly, the special effects felt fantastic.",positive
"The film's dialogue was quite fantastic, in my opinion.",positive
I found the plot to be amazing.,positive
I found the story to be amazing.,positive
I was impressed by the dialogue.,neutral
The dialogue ruined the entire experience by being average.,neutral
The way they handled the screenplay was horrible.,negative
The screenplay ruined the entire experience by being amazing.,positive
I found the acting to be great.,positive
I thought the characters was average.,neutral
One of the best parts of the plot was how excellent it was.,positive
"Honestly, the movie felt outstanding.",positive
I was impressed by the pacing.,neutral
The direction ruined the entire experience by being mediocre.,neutral
The way they handled the movie was terrible.,negative
The dialogue really stood out—it was poor.,negative
I found the soundtrack to be horrible.,negative
I found the plot to be great.,positive
I thought the pacing was great.,positive
"Honestly, the screenplay felt excellent.",positive
The way they handled the cinematography was excellent.,positive
I found the plot to be mediocre.,neutral
The plot really stood out—it was okay.,neutral
I found the score to be disappointing.,negative
I found the screenplay to be excellent.,positive
"The film's pacing was quite excellent, in my opinion.",positive
The dialogue really stood out—it was amazing.,positive
"The film's characters was quite excellent, in my opinion.",positive
The way they handled the plot was great.,positive
I thought the cinematography was excellent.,positive
"Honestly, the story felt fantastic.",positive
One of the best parts of the story was how mediocre it was.,neutral
One of the best parts of the movie was how horrible it was.,negative
The characters ruined the entire experience by being okay.,neutral
The way they handled the plot was excellent.,positive
"The film's movie was quite outstanding, in my opinion.",positive
I thought the characters was poor.,negative
The characters really stood out—it was passable.,neutral
I thought the score was horrible.,negative
I thought the soundtrack was disappointing.,negative
"Honestly, the acting felt decent.",neutral
I thought the score was passable.,neutral
"Honestly, the visuals felt great.",positive
I found the movie to be amazing.,positive
"The film's soundtrack was quite great, in my opinion.",positive
One of the best parts of the cinematography was how poor it was.,negative
"Honestly, the direction felt average.",neutral
One of the best parts of the characters was how amazing it was.,positive
One of the best parts of the story was how fantastic it was.,positive
I found the pacing to be terrible.,negative
The direction ruined the entire experience by being decent.,neutral
I thought the soundtrack was great.,positive
"Honestly, the score felt decent.",neutral
"Honestly, the special effects felt horrible.",negative
The visuals ruined the entire experience by being mediocre.,neutral
I thought the pacing was outstanding.,positive
"The film's movie was quite poor, in my opinion.",negative
"The film's screenplay was quite awful, in my opinion.",negative
